ds,yhat,yhat_lower,yhat_upper
2025-12-29,3.8576429724174397,1.2894160401899515,6.47529705930907
2026-01-05,4.055796542556702,1.2934353826659566,6.801207839407959
2026-01-12,4.4314770741544995,1.6479812596146728,6.949804469183763
2026-01-19,4.68759321700102,1.920304909835758,7.437117502605939
2026-01-26,4.775080578570344,2.1030176394558397,7.399812970849745
2026-02-02,4.909204318336564,2.0403832753294364,7.755923296754499
2026-02-09,5.250164670086572,2.6841199820205572,8.000170602561113
2026-02-16,5.618686864673701,2.8415559129202843,8.178005327957642
2026-02-23,5.611198704909508,2.9621543012789853,8.309715010174926
2026-03-02,5.0316114226636275,2.1591982388110176,7.552773201831446
2026-03-09,4.169657555685886,1.5006042659446814,6.72488971861808
2026-03-16,3.591795944158586,1.0071104138752425,6.480248410347303
2026-03-23,3.638086357397679,0.9077959791169278,6.360697911376065
2026-03-30,4.14368048371771,1.5586818452559694,6.968186156319792
2026-04-06,4.655906245022316,1.8423360577485068,7.3203775363494685
2026-04-13,4.882151866316596,2.163950014454404,7.58838656098672
